Angle,Mean_Red,Mean_Green,Mean_Blue,Std_Red,Std_Green,Std_Blue,Max_Red,Max_Green,Max_Blue,Min_Red,Min_Green,Min_Blue
0,0.3025090144230769,0.050766730971234644,2.2389232435762767,0.6941972069483746,0.22416209990524272,2.42021870378536,10,4,32,0,0,0
